 # Cumulative accessible volume distribution as a function of probe diameter
 # 
 # d(probe)                Volume Fraction
 -0.125000000       1.00000000    
  0.125000000       1.00000000    
  0.375000000       1.00000000    
  0.625000000       1.00000000    
  0.875000000       1.00000000    
   1.12500000       1.00000000    
   1.37500000       1.00000000    
   1.62500000       1.00000000    
   1.87500000       1.00000000    
   2.12500000       1.00000000    
   2.37500000       1.00000000    
   2.62500000       1.00000000    
   2.87500000      0.999885559    
   3.12500000      0.999084234    
   3.37500000      0.996680379    
   3.62500000      0.994619966    
   3.87500000      0.991071403    
   4.12500000      0.987866282    
   4.37500000      0.985920310    
   4.62500000      0.983402014    
   4.87500000      0.981570542    
   5.12500000      0.977907538    
   5.37500000      0.974702358    
   5.62500000      0.970467031    
   5.87500000      0.964629114    
   6.12500000      0.959821403    
   6.37500000      0.954899251    
   6.62500000      0.947229862    
   6.87500000      0.941163003    
   7.12500000      0.933608055    
   7.37500000      0.925595224    
   7.62500000      0.917124569    
   7.87500000      0.907738090    
   8.12500000      0.900412083    
   8.37500000      0.892513752    
   8.62500000      0.883928597    
   8.87500000      0.872596145    
   9.12500000      0.865155697    
   9.37500000      0.856913924    
   9.62500000      0.850732625    
   9.87500000      0.845810413    
   10.1250000      0.840430379    
   10.3750000      0.834935904    
   10.6250000      0.829899251    
   10.8750000      0.823260069    
   11.1250000      0.817193210    
   11.3750000      0.810668468    
   11.6250000      0.803914845    
   11.8750000      0.797275662    
   12.1250000      0.791666687    
   12.3750000      0.787202358    
   12.6250000      0.781135559    
   12.8750000      0.774839759    
   13.1250000      0.770032048    
   13.3750000      0.764194131    
   13.6250000      0.759500921    
   13.8750000      0.753777444    
   14.1250000      0.748511910    
   14.3750000      0.745192289    
   14.6250000      0.740956962    
   14.8750000      0.737179458    
   15.1250000      0.732600749    
   15.3750000      0.729395628    
   15.6250000      0.725160241    
   15.8750000      0.720695972    
   16.1250000      0.717834234    
   16.3750000      0.714743614    
   16.6250000      0.711652935    
   16.8750000      0.707532048    
   17.1250000      0.703983545    
   17.3750000      0.700892866    
   17.6250000      0.697000921    
   17.8750000      0.694024742    
   18.1250000      0.689445972    
   18.3750000      0.686126351    
   18.6250000      0.681318700    
   18.8750000      0.675480783    
   19.1250000      0.668956041    
   19.3750000      0.662774742    
   19.6250000      0.657623649    
